"","date","revenue","lag1","lag2","lag3","lag4","lag5","lag6","lag1month","lag2month","lag3month","lag12month","lag1year"
"255",2000-09-11,2381936,9910069,17650050,11116707,1917799,2107663,2701391,426777222,828861561,446409921,NA,NA
"256",2000-09-12,2459501,2381936,9910069,17650050,11116707,1917799,2107663,426777222,828861561,446409921,NA,NA
"257",2000-09-13,2041557,2459501,2381936,9910069,17650050,11116707,1917799,426777222,828861561,446409921,NA,NA
"258",2000-09-14,1918041,2041557,2459501,2381936,9910069,17650050,11116707,426777222,828861561,446409921,NA,NA
"259",2000-09-15,5845994,1918041,2041557,2459501,2381936,9910069,17650050,426777222,828861561,446409921,NA,NA
"260",2000-09-16,9622681,5845994,1918041,2041557,2459501,2381936,9910069,426777222,828861561,446409921,NA,NA
"261",2000-09-17,5764247,9622681,5845994,1918041,2041557,2459501,2381936,426777222,828861561,446409921,NA,NA
"262",2000-09-18,1361078,5764247,9622681,5845994,1918041,2041557,2459501,426777222,828861561,446409921,NA,NA
"263",2000-09-19,1687390,1361078,5764247,9622681,5845994,1918041,2041557,426777222,828861561,446409921,NA,NA
"264",2000-09-20,1461370,1687390,1361078,5764247,9622681,5845994,1918041,426777222,828861561,446409921,NA,NA
"265",2000-09-21,1431294,1461370,1687390,1361078,5764247,9622681,5845994,426777222,828861561,446409921,NA,NA
"266",2000-09-22,4330855,1431294,1461370,1687390,1361078,5764247,9622681,426777222,828861561,446409921,NA,NA
"267",2000-09-23,7764467,4330855,1431294,1461370,1687390,1361078,5764247,426777222,828861561,446409921,NA,NA
"268",2000-09-24,4203984,7764467,4330855,1431294,1461370,1687390,1361078,426777222,828861561,446409921,NA,NA
"269",2000-09-25,950819,4203984,7764467,4330855,1431294,1461370,1687390,426777222,828861561,446409921,NA,NA
"270",2000-09-26,1138284,950819,4203984,7764467,4330855,1431294,1461370,426777222,828861561,446409921,NA,NA
"271",2000-09-27,979629,1138284,950819,4203984,7764467,4330855,1431294,426777222,828861561,446409921,NA,NA
"272",2000-09-28,1019026,979629,1138284,950819,4203984,7764467,4330855,426777222,828861561,446409921,NA,NA
"273",2000-09-29,9444830,1019026,979629,1138284,950819,4203984,7764467,426777222,828861561,446409921,NA,NA
"274",2000-09-30,14395166,9444830,1019026,979629,1138284,950819,4203984,426777222,828861561,446409921,NA,NA
"275",2000-10-01,8106026,14395166,9444830,1019026,979629,1138284,950819,180133642,426777222,828861561,NA,NA
"276",2000-10-02,2068177,8106026,14395166,9444830,1019026,979629,1138284,180133642,426777222,828861561,NA,NA
"277",2000-10-03,2114890,2068177,8106026,14395166,9444830,1019026,979629,180133642,426777222,828861561,NA,NA
"278",2000-10-04,2076210,2114890,2068177,8106026,14395166,9444830,1019026,180133642,426777222,828861561,NA,NA
"279",2000-10-05,2493766,2076210,2114890,2068177,8106026,14395166,9444830,180133642,426777222,828861561,NA,NA
"280",2000-10-06,15787778,2493766,2076210,2114890,2068177,8106026,14395166,180133642,426777222,828861561,NA,NA
"281",2000-10-07,23342150,15787778,2493766,2076210,2114890,2068177,8106026,180133642,426777222,828861561,NA,NA
"282",2000-10-08,15425972,23342150,15787778,2493766,2076210,2114890,2068177,180133642,426777222,828861561,NA,NA
"283",2000-10-09,6647824,15425972,23342150,15787778,2493766,2076210,2114890,180133642,426777222,828861561,NA,NA
"284",2000-10-10,3505083,6647824,15425972,23342150,15787778,2493766,2076210,180133642,426777222,828861561,NA,NA
"285",2000-10-11,3019502,3505083,6647824,15425972,23342150,15787778,2493766,180133642,426777222,828861561,NA,NA
"286",2000-10-12,3211529,3019502,3505083,6647824,15425972,23342150,15787778,180133642,426777222,828861561,NA,NA
"287",2000-10-13,13037926,3211529,3019502,3505083,6647824,15425972,23342150,180133642,426777222,828861561,NA,NA
"288",2000-10-14,19356020,13037926,3211529,3019502,3505083,6647824,15425972,180133642,426777222,828861561,NA,NA
"289",2000-10-15,10543475,19356020,13037926,3211529,3019502,3505083,6647824,180133642,426777222,828861561,NA,NA
"290",2000-10-16,2823495,10543475,19356020,13037926,3211529,3019502,3505083,180133642,426777222,828861561,NA,NA
"291",2000-10-17,2868797,2823495,10543475,19356020,13037926,3211529,3019502,180133642,426777222,828861561,NA,NA
"292",2000-10-18,2875411,2868797,2823495,10543475,19356020,13037926,3211529,180133642,426777222,828861561,NA,NA
"293",2000-10-19,3069654,2875411,2868797,2823495,10543475,19356020,13037926,180133642,426777222,828861561,NA,NA
"294",2000-10-20,9434990,3069654,2875411,2868797,2823495,10543475,19356020,180133642,426777222,828861561,NA,NA
"295",2000-10-21,14336378,9434990,3069654,2875411,2868797,2823495,10543475,180133642,426777222,828861561,NA,NA
"296",2000-10-22,7493963,14336378,9434990,3069654,2875411,2868797,2823495,180133642,426777222,828861561,NA,NA
"297",2000-10-23,1951741,7493963,14336378,9434990,3069654,2875411,2868797,180133642,426777222,828861561,NA,NA
"298",2000-10-24,2030695,1951741,7493963,14336378,9434990,3069654,2875411,180133642,426777222,828861561,NA,NA
"299",2000-10-25,1943293,2030695,1951741,7493963,14336378,9434990,3069654,180133642,426777222,828861561,NA,NA
"300",2000-10-26,2122596,1943293,2030695,1951741,7493963,14336378,9434990,180133642,426777222,828861561,NA,NA
"301",2000-10-27,7836810,2122596,1943293,2030695,1951741,7493963,14336378,180133642,426777222,828861561,NA,NA
"302",2000-10-28,12143641,7836810,2122596,1943293,2030695,1951741,7493963,180133642,426777222,828861561,NA,NA
"303",2000-10-29,6486835,12143641,7836810,2122596,1943293,2030695,1951741,180133642,426777222,828861561,NA,NA
"304",2000-10-30,1483722,6486835,12143641,7836810,2122596,1943293,2030695,180133642,426777222,828861561,NA,NA
"305",2000-10-31,1845147,1483722,6486835,12143641,7836810,2122596,1943293,180133642,426777222,828861561,NA,NA
"306",2000-11-01,1678662,1845147,1483722,6486835,12143641,7836810,2122596,211483496,180133642,426777222,NA,NA
"307",2000-11-02,1845281,1678662,1845147,1483722,6486835,12143641,7836810,211483496,180133642,426777222,NA,NA
"308",2000-11-03,23965148,1845281,1678662,1845147,1483722,6486835,12143641,211483496,180133642,426777222,NA,NA
"309",2000-11-04,31798651,23965148,1845281,1678662,1845147,1483722,6486835,211483496,180133642,426777222,NA,NA
"310",2000-11-05,17397164,31798651,23965148,1845281,1678662,1845147,1483722,211483496,180133642,426777222,NA,NA
"311",2000-11-06,4822754,17397164,31798651,23965148,1845281,1678662,1845147,211483496,180133642,426777222,NA,NA
"312",2000-11-07,5284843,4822754,17397164,31798651,23965148,1845281,1678662,211483496,180133642,426777222,NA,NA
"313",2000-11-08,3851108,5284843,4822754,17397164,31798651,23965148,1845281,211483496,180133642,426777222,NA,NA
"314",2000-11-09,5007303,3851108,5284843,4822754,17397164,31798651,23965148,211483496,180133642,426777222,NA,NA
"315",2000-11-10,16413872,5007303,3851108,5284843,4822754,17397164,31798651,211483496,180133642,426777222,NA,NA
"316",2000-11-11,20362319,16413872,5007303,3851108,5284843,4822754,17397164,211483496,180133642,426777222,NA,NA
"317",2000-11-12,10647497,20362319,16413872,5007303,3851108,5284843,4822754,211483496,180133642,426777222,NA,NA
"318",2000-11-13,2455247,10647497,20362319,16413872,5007303,3851108,5284843,211483496,180133642,426777222,NA,NA
"319",2000-11-14,2720814,2455247,10647497,20362319,16413872,5007303,3851108,211483496,180133642,426777222,NA,NA
"320",2000-11-15,2252527,2720814,2455247,10647497,20362319,16413872,5007303,211483496,180133642,426777222,NA,NA
"321",2000-11-16,2300679,2252527,2720814,2455247,10647497,20362319,16413872,211483496,180133642,426777222,NA,NA
"322",2000-11-17,33246017,2300679,2252527,2720814,2455247,10647497,20362319,211483496,180133642,426777222,NA,NA
"323",2000-11-18,48431335,33246017,2300679,2252527,2720814,2455247,10647497,211483496,180133642,426777222,NA,NA
"324",2000-11-19,32849016,48431335,33246017,2300679,2252527,2720814,2455247,211483496,180133642,426777222,NA,NA
"325",2000-11-20,7142482,32849016,48431335,33246017,2300679,2252527,2720814,211483496,180133642,426777222,NA,NA
"326",2000-11-21,9541395,7142482,32849016,48431335,33246017,2300679,2252527,211483496,180133642,426777222,NA,NA
"327",2000-11-22,22409735,9541395,7142482,32849016,48431335,33246017,2300679,211483496,180133642,426777222,NA,NA
"328",2000-11-23,30107852,22409735,9541395,7142482,32849016,48431335,33246017,211483496,180133642,426777222,NA,NA
"329",2000-11-24,50236372,30107852,22409735,9541395,7142482,32849016,48431335,211483496,180133642,426777222,NA,NA
"330",2000-11-25,50538312,50236372,30107852,22409735,9541395,7142482,32849016,211483496,180133642,426777222,NA,NA
"331",2000-11-26,31874255,50538312,50236372,30107852,22409735,9541395,7142482,211483496,180133642,426777222,NA,NA
"332",2000-11-27,5996261,31874255,50538312,50236372,30107852,22409735,9541395,211483496,180133642,426777222,NA,NA
"333",2000-11-28,5979161,5996261,31874255,50538312,50236372,30107852,22409735,211483496,180133642,426777222,NA,NA
"334",2000-11-29,5065271,5979161,5996261,31874255,50538312,50236372,30107852,211483496,180133642,426777222,NA,NA
"335",2000-11-30,5093907,5065271,5979161,5996261,31874255,50538312,50236372,211483496,180133642,426777222,NA,NA
"336",2000-12-01,18637142,5093907,5065271,5979161,5996261,31874255,50538312,491315240,211483496,180133642,NA,NA
"337",2000-12-02,31974766,18637142,5093907,5065271,5979161,5996261,31874255,491315240,211483496,180133642,NA,NA
"338",2000-12-03,20005455,31974766,18637142,5093907,5065271,5979161,5996261,491315240,211483496,180133642,NA,NA
"339",2000-12-04,3459114,20005455,31974766,18637142,5093907,5065271,5979161,491315240,211483496,180133642,NA,NA
"340",2000-12-05,3957904,3459114,20005455,31974766,18637142,5093907,5065271,491315240,211483496,180133642,NA,NA
"341",2000-12-06,3469287,3957904,3459114,20005455,31974766,18637142,5093907,491315240,211483496,180133642,NA,NA
"342",2000-12-07,3620795,3469287,3957904,3459114,20005455,31974766,18637142,491315240,211483496,180133642,NA,NA
"343",2000-12-08,19577138,3620795,3469287,3957904,3459114,20005455,31974766,491315240,211483496,180133642,NA,NA
"344",2000-12-09,32188008,19577138,3620795,3469287,3957904,3459114,20005455,491315240,211483496,180133642,NA,NA
"345",2000-12-10,18651310,32188008,19577138,3620795,3469287,3957904,3459114,491315240,211483496,180133642,NA,NA
"346",2000-12-11,3939902,18651310,32188008,19577138,3620795,3469287,3957904,491315240,211483496,180133642,NA,NA
"347",2000-12-12,5064238,3939902,18651310,32188008,19577138,3620795,3469287,491315240,211483496,180133642,NA,NA
"348",2000-12-13,4128241,5064238,3939902,18651310,32188008,19577138,3620795,491315240,211483496,180133642,NA,NA
"349",2000-12-14,4603554,4128241,5064238,3939902,18651310,32188008,19577138,491315240,211483496,180133642,NA,NA
"350",2000-12-15,21983818,4603554,4128241,5064238,3939902,18651310,32188008,491315240,211483496,180133642,NA,NA
"351",2000-12-16,31182666,21983818,4603554,4128241,5064238,3939902,18651310,491315240,211483496,180133642,NA,NA
"352",2000-12-17,21007795,31182666,21983818,4603554,4128241,5064238,3939902,491315240,211483496,180133642,NA,NA
"353",2000-12-18,7167333,21007795,31182666,21983818,4603554,4128241,5064238,491315240,211483496,180133642,NA,NA
"354",2000-12-19,8647579,7167333,21007795,31182666,21983818,4603554,4128241,491315240,211483496,180133642,NA,NA
"355",2000-12-20,8762089,8647579,7167333,21007795,31182666,21983818,4603554,491315240,211483496,180133642,NA,NA
"356",2000-12-21,10230146,8762089,8647579,7167333,21007795,31182666,21983818,491315240,211483496,180133642,NA,NA
"357",2000-12-22,32571149,10230146,8762089,8647579,7167333,21007795,31182666,491315240,211483496,180133642,NA,NA
"358",2000-12-23,36691852,32571149,10230146,8762089,8647579,7167333,21007795,491315240,211483496,180133642,NA,NA
"359",2000-12-24,18320648,36691852,32571149,10230146,8762089,8647579,7167333,491315240,211483496,180133642,NA,NA
"360",2000-12-25,33685786,18320648,36691852,32571149,10230146,8762089,8647579,491315240,211483496,180133642,NA,NA
"361",2000-12-26,38084531,33685786,18320648,36691852,32571149,10230146,8762089,491315240,211483496,180133642,NA,NA
"362",2000-12-27,32899286,38084531,33685786,18320648,36691852,32571149,10230146,491315240,211483496,180133642,NA,NA
"363",2000-12-28,32836238,32899286,38084531,33685786,18320648,36691852,32571149,491315240,211483496,180133642,NA,NA
"364",2000-12-29,35566962,32836238,32899286,38084531,33685786,18320648,36691852,491315240,211483496,180133642,NA,NA
"365",2000-12-30,36562455,35566962,32836238,32899286,38084531,33685786,18320648,491315240,211483496,180133642,NA,NA
"366",2000-12-31,29483342,36562455,35566962,32836238,32899286,38084531,33685786,491315240,211483496,180133642,NA,NA
"367",2001-01-01,34744876,29483342,36562455,35566962,32836238,32899286,38084531,608960529,491315240,211483496,54202041,4551807810
"368",2001-01-02,11240117,34744876,29483342,36562455,35566962,32836238,32899286,608960529,491315240,211483496,54202041,4551807810
"369",2001-01-03,7627915,11240117,34744876,29483342,36562455,35566962,32836238,608960529,491315240,211483496,54202041,4551807810
"370",2001-01-04,7671568,7627915,11240117,34744876,29483342,36562455,35566962,608960529,491315240,211483496,54202041,4551807810
"371",2001-01-05,13197833,7671568,7627915,11240117,34744876,29483342,36562455,608960529,491315240,211483496,54202041,4551807810
"372",2001-01-06,20252409,13197833,7671568,7627915,11240117,34744876,29483342,608960529,491315240,211483496,54202041,4551807810
"373",2001-01-07,11387790,20252409,13197833,7671568,7627915,11240117,34744876,608960529,491315240,211483496,54202041,4551807810
"374",2001-01-08,2965816,11387790,20252409,13197833,7671568,7627915,11240117,608960529,491315240,211483496,54202041,4551807810
"375",2001-01-09,3454184,2965816,11387790,20252409,13197833,7671568,7627915,608960529,491315240,211483496,54202041,4551807810
"376",2001-01-10,2944748,3454184,2965816,11387790,20252409,13197833,7671568,608960529,491315240,211483496,54202041,4551807810
"377",2001-01-11,3100955,2944748,3454184,2965816,11387790,20252409,13197833,608960529,491315240,211483496,54202041,4551807810
"378",2001-01-12,17289810,3100955,2944748,3454184,2965816,11387790,20252409,608960529,491315240,211483496,54202041,4551807810
"379",2001-01-13,24172172,17289810,3100955,2944748,3454184,2965816,11387790,608960529,491315240,211483496,54202041,4551807810
"380",2001-01-14,16691305,24172172,17289810,3100955,2944748,3454184,2965816,608960529,491315240,211483496,54202041,4551807810
"381",2001-01-15,9871867,16691305,24172172,17289810,3100955,2944748,3454184,608960529,491315240,211483496,54202041,4551807810
"382",2001-01-16,3298564,9871867,16691305,24172172,17289810,3100955,2944748,608960529,491315240,211483496,54202041,4551807810
"383",2001-01-17,2673160,3298564,9871867,16691305,24172172,17289810,3100955,608960529,491315240,211483496,54202041,4551807810
"384",2001-01-18,2938108,2673160,3298564,9871867,16691305,24172172,17289810,608960529,491315240,211483496,54202041,4551807810
"385",2001-01-19,11331356,2938108,2673160,3298564,9871867,16691305,24172172,608960529,491315240,211483496,54202041,4551807810
"386",2001-01-20,17704143,11331356,2938108,2673160,3298564,9871867,16691305,608960529,491315240,211483496,54202041,4551807810
"387",2001-01-21,9540675,17704143,11331356,2938108,2673160,3298564,9871867,608960529,491315240,211483496,54202041,4551807810
"388",2001-01-22,2358934,9540675,17704143,11331356,2938108,2673160,3298564,608960529,491315240,211483496,54202041,4551807810
"389",2001-01-23,2699924,2358934,9540675,17704143,11331356,2938108,2673160,608960529,491315240,211483496,54202041,4551807810
"390",2001-01-24,1187399,2699924,2358934,9540675,17704143,11331356,2938108,608960529,491315240,211483496,54202041,4551807810
"391",2001-01-25,1259471,1187399,2699924,2358934,9540675,17704143,11331356,608960529,491315240,211483496,54202041,4551807810
"392",2001-01-26,8117724,1259471,1187399,2699924,2358934,9540675,17704143,608960529,491315240,211483496,54202041,4551807810
"393",2001-01-27,11986978,8117724,1259471,1187399,2699924,2358934,9540675,608960529,491315240,211483496,54202041,4551807810
"394",2001-01-28,4764479,11986978,8117724,1259471,1187399,2699924,2358934,608960529,491315240,211483496,54202041,4551807810
"395",2001-01-29,1776557,4764479,11986978,8117724,1259471,1187399,2699924,608960529,491315240,211483496,54202041,4551807810
"396",2001-01-30,2016115,1776557,4764479,11986978,8117724,1259471,1187399,608960529,491315240,211483496,54202041,4551807810
"397",2001-01-31,1652350,2016115,1776557,4764479,11986978,8117724,1259471,608960529,491315240,211483496,54202041,4551807810
"398",2001-02-01,1727400,1652350,2016115,1776557,4764479,11986978,8117724,271919302,608960529,491315240,257746410,4551807810
"399",2001-02-02,7138527,1727400,1652350,2016115,1776557,4764479,11986978,271919302,608960529,491315240,257746410,4551807810
"400",2001-02-03,10361004,7138527,1727400,1652350,2016115,1776557,4764479,271919302,608960529,491315240,257746410,4551807810
"401",2001-02-04,6785378,10361004,7138527,1727400,1652350,2016115,1776557,271919302,608960529,491315240,257746410,4551807810
"402",2001-02-05,1470917,6785378,10361004,7138527,1727400,1652350,2016115,271919302,608960529,491315240,257746410,4551807810
"403",2001-02-06,1825230,1470917,6785378,10361004,7138527,1727400,1652350,271919302,608960529,491315240,257746410,4551807810
"404",2001-02-07,1475648,1825230,1470917,6785378,10361004,7138527,1727400,271919302,608960529,491315240,257746410,4551807810
"405",2001-02-08,1532167,1475648,1825230,1470917,6785378,10361004,7138527,271919302,608960529,491315240,257746410,4551807810
"406",2001-02-09,23915553,1532167,1475648,1825230,1470917,6785378,10361004,271919302,608960529,491315240,257746410,4551807810
"407",2001-02-10,31014833,23915553,1532167,1475648,1825230,1470917,6785378,271919302,608960529,491315240,257746410,4551807810
"408",2001-02-11,20069626,31014833,23915553,1532167,1475648,1825230,1470917,271919302,608960529,491315240,257746410,4551807810
"409",2001-02-12,1233980,20069626,31014833,23915553,1532167,1475648,1825230,271919302,608960529,491315240,257746410,4551807810
"410",2001-02-13,1265703,1233980,20069626,31014833,23915553,1532167,1475648,271919302,608960529,491315240,257746410,4551807810
"411",2001-02-14,2266583,1265703,1233980,20069626,31014833,23915553,1532167,271919302,608960529,491315240,257746410,4551807810
